Holiday,Temperature,Rainfall_last_hour,Snowfall_last_hour,Cloud_Cover,Weather_Desc,Date,Traffic_Vol,Weather_Encoded,Weather_Desc_Encoded,TimeStamp_Hour,TimeStamp_Minute,Is_AM
0.0,294.56,0.0,0,1,Steady rain,2008-10-04,,7,17,10,0,1
0.0,295.28,0.0,0,1,Soft rain,2008-10-05,,7,16,11,0,1
0.0,295.2,0.0,0,91,Nearby rain showers,2008-10-05,,7,11,12,0,0
0.0,296.4,0.0,0,91,Soft rain,2008-10-05,,7,16,13,0,0
0.0,297.1,0.0,0,91,Steady rain,2008-10-05,,7,17,14,0,0
0.0,297.95,0.0,0,91,Soft rain,2008-10-05,,7,16,15,0,0
0.0,299.29,0.0,0,90,Soft rain,2008-10-05,,7,16,16,0,0
0.0,301.64,0.0,0,75,Fragmented clouds,2008-10-05,,3,5,17,0,0
0.0,303.04,0.0,0,40,Partly cloudy skies,2008-10-05,,3,12,18,0,0
0.0,302.55,0.0,0,40,Partly cloudy skies,2008-10-05,,3,12,19,0,0
0.0,302.02,0.0,0,1,Clear skies,2008-10-05,,2,2,20,0,0
0.0,301.15,0.0,0,41,Partly cloudy skies,2008-10-05,,3,12,21,0,0
0.0,298.61,0.0,0,76,Fragmented clouds,2008-10-05,,3,5,22,0,0
0.0,298.65,0.0,0,1,Clear skies,2008-10-05,,2,2,23,0,0
1.0,298.35,0.0,0,1,Fine fog,2008-10-05,,5,4,0,0,1
0.0,298.42,0.0,0,1,Clear skies,2008-10-05,,2,2,1,0,1
0.0,297.49,0.0,0,1,Clear skies,2008-10-05,,2,2,2,0,1
0.0,297.32,0.0,0,1,Smoky air,2008-10-05,,0,15,3,0,1
0.0,297.75,0.0,0,1,Clear skies,2008-10-05,,2,2,4,0,1
0.0,297.31,0.0,0,2,Clear skies,2008-10-05,,2,2,5,0,1
0.0,297.81,0.0,0,2,Clear skies,2008-10-05,,2,2,6,0,1
0.0,297.32,0.0,0,1,Clear skies,2008-10-05,,2,2,7,0,1
0.0,298.63,0.0,0,2,Clear skies,2008-10-05,,2,2,8,0,1
0.0,300.39,0.0,0,90,Soft rain,2008-10-06,,7,16,9,0,1
0.0,299.51,0.0,0,90,Stormy weather,2008-10-06,,8,19,10,0,1
0.0,295.84,0.0,0,40,Approaching thunderstorm,2008-10-06,,8,1,11,0,1
0.0,295.04,0.0,0,90,Soft rain,2008-10-06,,7,16,12,0,0
0.0,296.97,0.0,0,1,Clear skies,2008-10-06,,2,2,13,0,0
0.0,299.48,0.0,0,20,Approaching thunderstorm,2008-10-06,,8,1,14,0,0
0.0,298.22,0.0,0,90,Approaching thunderstorm,2008-10-06,,8,1,15,0,0
0.0,297.59,0.0,0,75,Soft rain,2008-10-06,,7,16,16,0,0
0.0,297.29,0.0,0,1,Approaching thunderstorm,2008-10-06,,8,1,17,0,0
0.0,299.57,0.0,0,76,Fragmented clouds,2008-10-06,,3,5,18,0,0
0.0,300.93,0.0,0,75,Fragmented clouds,2008-10-06,,3,5,19,0,0
0.0,299.65,0.0,0,1,Clear skies,2008-10-06,,2,2,20,0,0
0.0,298.6,0.0,0,1,Clear skies,2008-10-06,,2,2,21,0,0
0.0,297.42,0.0,0,40,Partly cloudy skies,2008-10-06,,3,12,22,0,0
0.0,296.86,0.0,0,1,Fine fog,2008-10-06,,5,4,23,0,0
0.0,296.12,0.0,0,1,Smoky air,2008-10-06,,0,15,0,0,1
0.0,295.79,0.0,0,76,Fine fog,2008-10-06,,5,4,1,0,1
0.0,296.58,0.0,0,40,Fine fog,2008-10-06,,5,4,2,0,1
0.0,296.24,0.0,0,2,Fine fog,2008-10-06,,5,4,3,0,1
0.0,295.79,0.0,0,1,Fine fog,2008-10-06,,5,4,4,0,1
0.0,296.26,0.0,0,1,Fine fog,2008-10-06,,5,4,5,0,1
0.0,295.99,0.0,0,1,Fine fog,2008-10-06,,5,4,6,0,1
0.0,295.35,0.0,0,1,Clear skies,2008-10-06,,2,2,7,0,1
0.0,296.01,0.0,0,40,Partly cloudy skies,2008-10-07,,3,12,8,0,1
0.0,296.88,0.0,0,40,Partly cloudy skies,2008-10-07,,3,12,9,0,1
0.0,297.18,0.0,0,75,Fragmented clouds,2008-10-07,,3,5,10,0,1
0.0,297.64,0.0,0,41,Partly cloudy skies,2008-10-07,,3,12,11,0,1
0.0,299.14,0.0,0,40,Partly cloudy skies,2008-10-07,,3,12,12,0,0
0.0,299.68,0.0,0,6,Clear skies,2008-10-07,,2,2,13,0,0
0.0,300.17,0.0,0,40,Partly cloudy skies,2008-10-07,,3,12,14,0,0
0.0,300.62,0.0,0,40,Partly cloudy skies,2008-10-07,,3,12,15,0,0
0.0,300.22,0.0,0,2,Clear skies,2008-10-07,,2,2,16,0,0
0.0,300.58,0.0,0,1,Clear skies,2008-10-07,,2,2,17,0,0
0.0,300.49,0.0,0,5,Clear skies,2008-10-07,,2,2,18,0,0
0.0,300.52,0.0,0,5,Clear skies,2008-10-07,,2,2,19,0,0
0.0,299.62,0.0,0,2,Clear skies,2008-10-07,,2,2,20,0,0
0.0,297.89,0.0,0,1,Clear skies,2008-10-07,,2,2,21,0,0
0.0,295.53,0.0,0,5,Clear skies,2008-10-07,,2,2,22,0,0
0.0,293.22,0.0,0,1,Clear skies,2008-10-07,,2,2,23,0,0
0.0,292.25,0.0,0,2,Clear skies,2008-10-07,,2,2,0,0,1
0.0,291.09,0.0,0,1,Fine fog,2008-10-07,,5,4,1,0,1
0.0,290.66,0.0,0,1,Clear skies,2008-10-07,,2,2,2,0,1
0.0,289.85,0.0,0,2,Clear skies,2008-10-07,,2,2,3,0,1
0.0,289.52,0.0,0,1,Fine fog,2008-10-07,,5,4,4,0,1
0.0,288.85,0.0,0,1,Dense fog,2008-10-07,,4,3,5,0,1
0.0,288.39,0.0,0,1,Clear skies,2008-10-08,,2,2,6,0,1
0.0,288.88,0.0,0,6,Clear skies,2008-10-08,,2,2,7,0,1
0.0,291.57,0.0,0,5,Clear skies,2008-10-08,,2,2,8,0,1
0.0,293.77,0.0,0,5,Clear skies,2008-10-08,,2,2,9,0,1
0.0,295.86,0.0,0,1,Clear skies,2008-10-08,,2,2,10,0,1
0.0,297.29,0.0,0,2,Clear skies,2008-10-08,,2,2,11,0,1
0.0,297.91,0.0,0,1,Clear skies,2008-10-08,,2,2,12,0,0
0.0,299.25,0.0,0,6,Clear skies,2008-10-08,,2,2,13,0,0
0.0,299.78,0.0,0,5,Clear skies,2008-10-08,,2,2,14,0,0
0.0,299.98,0.0,0,1,Clear skies,2008-10-08,,2,2,15,0,0
0.0,300.05,0.0,0,1,Clear skies,2008-10-08,,2,2,16,0,0
0.0,300.92,0.0,0,40,Partly cloudy skies,2008-10-08,,3,12,17,0,0
0.0,299.82,0.0,0,75,Approaching thunderstorm,2008-10-08,,8,1,18,0,0
0.0,299.75,0.0,0,75,Fragmented clouds,2008-10-08,,3,5,19,0,0
0.0,298.5,0.0,0,1,Clear skies,2008-10-08,,2,2,20,0,0
0.0,297.65,0.0,0,75,Fragmented clouds,2008-10-08,,3,5,21,0,0
0.0,295.54,0.0,0,75,Fragmented clouds,2008-10-08,,3,5,22,0,0
0.0,294.84,0.0,0,2,Clear skies,2008-10-08,,2,2,23,0,0
0.0,293.67,0.0,0,1,Clear skies,2008-10-08,,2,2,0,0,1
0.0,292.78,0.0,0,2,Clear skies,2008-10-08,,2,2,1,0,1
0.0,292.49,0.0,0,1,Clear skies,2008-10-08,,2,2,2,0,1
0.0,292.5,0.0,0,2,Clear skies,2008-10-08,,2,2,3,0,1
0.0,291.84,0.0,0,1,Clear skies,2008-10-08,,2,2,4,0,1
0.0,291.72,0.0,0,1,Clear skies,2008-10-08,,2,2,5,0,1
0.0,291.61,0.0,0,2,Clear skies,2008-10-09,,2,2,6,0,1
0.0,291.98,0.0,0,6,Clear skies,2008-10-09,,2,2,7,0,1
0.0,293.58,0.0,0,2,Clear skies,2008-10-09,,2,2,8,0,1
0.0,294.91,0.0,0,1,Clear skies,2008-10-09,,2,2,9,0,1
0.0,296.23,0.0,0,1,Clear skies,2008-10-09,,2,2,10,0,1
0.0,298.18,0.0,0,1,Clear skies,2008-10-09,,2,2,11,0,1
0.0,298.39,0.0,0,2,Clear skies,2008-10-09,,2,2,12,0,0
0.0,299.65,0.0,0,1,Clear skies,2008-10-09,,2,2,13,0,0
0.0,300.89,0.0,0,2,Clear skies,2008-10-09,,2,2,14,0,0
0.0,302.02,0.0,0,5,Clear skies,2008-10-09,,2,2,15,0,0
0.0,302.41,0.0,0,6,Clear skies,2008-10-09,,2,2,16,0,0
0.0,302.61,0.0,0,6,Clear skies,2008-10-09,,2,2,17,0,0
0.0,301.95,0.0,0,5,Clear skies,2008-10-09,,2,2,18,0,0
0.0,302.02,0.0,0,5,Clear skies,2008-10-09,,2,2,19,0,0
0.0,301.62,0.0,0,1,Clear skies,2008-10-09,,2,2,20,0,0
0.0,299.72,0.0,0,6,Clear skies,2008-10-09,,2,2,21,0,0
0.0,297.73,0.0,0,6,Clear skies,2008-10-09,,2,2,22,0,0
0.0,296.7,0.0,0,2,Clear skies,2008-10-09,,2,2,23,0,0
0.0,296.49,0.0,0,1,Clear skies,2008-10-09,,2,2,0,0,1
0.0,295.28,0.0,0,1,Clear skies,2008-10-09,,2,2,1,0,1
0.0,294.64,0.0,0,1,Clear skies,2008-10-09,,2,2,2,0,1
0.0,295.01,0.0,0,2,Clear skies,2008-10-09,,2,2,3,0,1
0.0,294.27,0.0,0,1,Clear skies,2008-10-09,,2,2,4,0,1
0.0,294.53,0.0,0,1,Clear skies,2008-10-10,,2,2,5,0,1
0.0,294.27,0.0,0,1,Clear skies,2008-10-10,,2,2,6,0,1
0.0,294.41,0.0,0,5,Clear skies,2008-10-10,,2,2,7,0,1
0.0,295.55,0.0,0,1,Clear skies,2008-10-10,,2,2,8,0,1
0.0,296.75,0.0,0,1,Clear skies,2008-10-10,,2,2,9,0,1
0.0,299.01,0.0,0,1,Clear skies,2008-10-10,,2,2,10,0,1
0.0,300.18,0.0,0,1,Clear skies,2008-10-10,,2,2,11,0,1
0.0,301.34,0.0,0,1,Clear skies,2008-10-10,,2,2,12,0,0
0.0,302.82,0.0,0,1,Clear skies,2008-10-10,,2,2,13,0,0
0.0,304.15,0.0,0,1,Clear skies,2008-10-10,,2,2,14,0,0
0.0,305.05,0.0,0,2,Clear skies,2008-10-10,,2,2,15,0,0
0.0,305.15,0.0,0,21,Scattered clouds,2008-10-10,,3,13,16,0,0
0.0,305.51,0.0,0,20,Scattered clouds,2008-10-10,,3,13,17,0,0
0.0,304.93,0.0,0,20,Scattered clouds,2008-10-10,,3,13,18,0,0
0.0,304.92,0.0,0,21,Scattered clouds,2008-10-10,,3,13,19,0,0
0.0,302.92,0.0,0,20,Scattered clouds,2008-10-10,,3,13,20,0,0
0.0,301.82,0.0,0,40,Partly cloudy skies,2008-10-10,,3,12,21,0,0
0.0,299.65,0.0,0,76,Fragmented clouds,2008-10-10,,3,5,22,0,0
0.0,299.05,0.0,0,1,Clear skies,2008-10-10,,2,2,23,0,0
0.0,298.89,0.0,0,1,Clear skies,2008-10-10,,2,2,0,0,1
0.0,297.75,0.0,0,1,Soft rain,2008-10-10,,7,16,1,0,1
0.0,296.86,0.0,0,2,Soft rain,2008-10-11,,7,16,2,0,1
0.0,296.19,0.0,0,40,Approaching thunderstorm,2008-10-11,,8,1,3,0,1
0.0,296.55,0.0,0,41,Soft rain,2008-10-11,,7,16,4,0,1
0.0,296.18,0.0,0,41,Soft rain,2008-10-11,,7,16,5,0,1
0.0,295.97,0.0,0,1,Clear skies,2008-10-11,,2,2,6,0,1
0.0,295.59,0.0,0,40,Partly cloudy skies,2008-10-11,,3,12,7,0,1
0.0,296.67,0.0,0,2,Clear skies,2008-10-11,,2,2,8,0,1
0.0,297.54,0.0,0,41,Partly cloudy skies,2008-10-11,,3,12,9,0,1
0.0,299.06,0.0,0,90,Full cloud cover,2008-10-11,,3,6,10,0,1
0.0,299.54,0.0,0,90,Full cloud cover,2008-10-11,,3,6,11,0,1
0.0,300.92,0.0,0,76,Fragmented clouds,2008-10-11,,3,5,12,0,0
0.0,301.88,0.0,0,75,Fragmented clouds,2008-10-11,,3,5,13,0,0
0.0,303.23,0.0,0,75,Fragmented clouds,2008-10-11,,3,5,14,0,0
0.0,303.85,0.0,0,75,Fragmented clouds,2008-10-11,,3,5,15,0,0
0.0,304.84,0.0,0,41,Partly cloudy skies,2008-10-11,,3,12,16,0,0
0.0,304.28,0.0,0,41,Partly cloudy skies,2008-10-11,,3,12,17,0,0
0.0,304.65,0.0,0,41,Partly cloudy skies,2008-10-11,,3,12,18,0,0
0.0,303.97,0.0,0,20,Scattered clouds,2008-10-11,,3,13,19,0,0
0.0,303.29,0.0,0,1,Clear skies,2008-10-11,,2,2,20,0,0
0.0,301.12,0.0,0,5,Clear skies,2008-10-12,,2,2,21,0,0
0.0,299.0,0.0,0,5,Smoky air,2008-10-12,,0,15,22,0,0
0.0,297.05,0.0,0,1,Clear skies,2008-10-12,,2,2,23,0,0
0.0,294.4,0.0,0,1,Clear skies,2008-10-12,,2,2,0,0,1
0.0,293.1,0.0,0,1,Clear skies,2008-10-12,,2,2,1,0,1
0.0,292.09,0.0,0,1,Clear skies,2008-10-12,,2,2,2,0,1
0.0,291.72,0.0,0,1,Dense fog,2008-10-12,,4,3,3,0,1
0.0,291.43,0.0,0,1,Fine fog,2008-10-12,,5,4,4,0,1
0.0,290.46,0.0,0,2,Fine fog,2008-10-12,,5,4,5,0,1
0.0,290.79,0.0,0,1,Clear skies,2008-10-12,,2,2,6,0,1
0.0,290.67,0.0,0,1,Clear skies,2008-10-12,,2,2,7,0,1
0.0,293.04,0.0,0,75,Fragmented clouds,2008-10-12,,3,5,8,0,1
0.0,295.15,0.0,0,76,Fragmented clouds,2008-10-12,,3,5,9,0,1
0.0,296.15,0.0,0,75,Mild drizzle,2008-10-12,,6,10,10,0,1
0.0,295.61,0.0,0,76,Soft rain,2008-10-12,,7,16,11,0,1
0.0,296.31,0.0,0,91,Soft rain,2008-10-12,,7,16,12,0,0
0.0,297.38,0.0,0,75,Soft rain,2008-10-12,,7,16,13,0,0
0.0,299.14,0.0,0,75,Fragmented clouds,2008-10-12,,3,5,14,0,0
0.0,300.42,0.0,0,1,Clear skies,2008-10-12,,2,2,15,0,0
0.0,301.38,0.0,0,40,Partly cloudy skies,2008-10-12,,3,12,16,0,0
0.0,302.52,0.0,0,40,Partly cloudy skies,2008-10-13,,3,12,17,0,0
0.0,302.1,0.0,0,40,Partly cloudy skies,2008-10-13,,3,12,18,0,0
0.0,302.34,0.0,0,6,Clear skies,2008-10-13,,2,2,19,0,0
0.0,301.18,0.0,0,5,Clear skies,2008-10-13,,2,2,20,0,0
0.0,299.76,0.0,0,21,Scattered clouds,2008-10-13,,3,13,21,0,0
0.0,297.89,0.0,0,20,Scattered clouds,2008-10-13,,3,13,22,0,0
0.0,296.45,0.0,0,2,Clear skies,2008-10-13,,2,2,23,0,0
0.0,295.79,0.0,0,1,Clear skies,2008-10-13,,2,2,0,0,1
0.0,294.79,0.0,0,1,Clear skies,2008-10-13,,2,2,1,0,1
0.0,294.03,0.0,0,1,Clear skies,2008-10-13,,2,2,2,0,1
0.0,293.49,0.0,0,2,Fine fog,2008-10-13,,5,4,3,0,1
0.0,294.05,0.0,0,1,Clear skies,2008-10-13,,2,2,4,0,1
0.0,293.33,0.0,0,1,Clear skies,2008-10-13,,2,2,5,0,1
0.0,293.59,0.0,0,1,Clear skies,2008-10-13,,2,2,6,0,1
0.0,294.72,0.0,0,40,Partly cloudy skies,2008-10-13,,3,12,7,0,1
0.0,295.46,0.0,0,40,Partly cloudy skies,2008-10-13,,3,12,8,0,1
0.0,297.7,0.0,0,75,Fragmented clouds,2008-10-13,,3,5,9,0,1
0.0,298.11,0.0,0,75,Fragmented clouds,2008-10-13,,3,5,10,0,1
0.0,299.61,0.0,0,75,Fragmented clouds,2008-10-13,,3,5,11,0,1
0.0,300.74,0.0,0,75,Fragmented clouds,2008-10-13,,3,5,12,0,0
0.0,302.55,0.0,0,75,Fragmented clouds,2008-10-13,,3,5,13,0,0
0.0,304.35,0.0,0,1,Clear skies,2008-10-13,,2,2,14,0,0
0.0,304.88,0.0,0,75,Fragmented clouds,2008-10-13,,3,5,15,0,0
0.0,305.75,0.0,0,75,Fragmented clouds,2008-10-13,,3,5,16,0,0
0.0,305.29,0.0,0,40,Partly cloudy skies,2008-10-14,,3,12,17,0,0
0.0,304.75,0.0,0,76,Fragmented clouds,2008-10-14,,3,5,18,0,0
0.0,304.72,0.0,0,75,Fragmented clouds,2008-10-14,,3,5,19,0,0
0.0,303.75,0.0,0,75,Fragmented clouds,2008-10-14,,3,5,20,0,0
0.0,302.53,0.0,0,75,Approaching thunderstorm,2008-10-14,,8,1,21,0,0
0.0,302.41,0.0,0,75,Steady rain,2008-10-14,,7,17,22,0,0
0.0,300.92,0.0,0,1,Clear skies,2008-10-14,,2,2,23,0,0
0.0,300.54,0.0,0,1,Clear skies,2008-10-14,,2,2,0,0,1
0.0,300.72,0.0,0,2,Clear skies,2008-10-14,,2,2,1,0,1
0.0,300.41,0.0,0,1,Clear skies,2008-10-14,,2,2,2,0,1
0.0,299.92,0.0,0,2,Clear skies,2008-10-14,,2,2,3,0,1
0.0,299.62,0.0,0,2,Approaching thunderstorm,2008-10-14,,8,1,4,0,1
0.0,298.32,0.0,0,1,Clear skies,2008-10-14,,2,2,5,0,1
0.0,298.52,0.0,0,1,Storm with mild rain,2008-10-14,,8,18,6,0,1
0.0,298.34,0.0,0,1,Clear skies,2008-10-14,,2,2,7,0,1
0.0,298.12,0.0,0,75,Soft rain,2008-10-14,,7,16,8,0,1
0.0,298.68,0.0,0,75,Approaching thunderstorm,2008-10-14,,8,1,9,0,1
0.0,299.05,0.0,0,90,Approaching thunderstorm,2008-10-14,,8,1,10,0,1
0.0,301.28,0.0,0,90,Approaching thunderstorm,2008-10-14,,8,1,11,0,1
0.0,301.66,0.0,0,90,Soft rain,2008-10-14,,7,16,12,0,0
0.0,302.96,0.0,0,75,Fragmented clouds,2008-10-14,,3,5,13,0,0
0.0,304.33,0.0,0,75,Smoky air,2008-10-14,,0,15,14,0,0
0.0,305.76,0.0,0,2,Clear skies,2008-10-14,,2,2,15,0,0
0.0,305.81,0.0,0,76,Fragmented clouds,2008-10-14,,3,5,16,0,0
0.0,305.42,0.0,0,2,Approaching thunderstorm,2008-10-15,,8,1,17,0,0
0.0,301.12,0.0,0,90,Approaching thunderstorm,2008-10-15,,8,1,18,0,0
0.0,296.88,0.0,0,75,Severe storm with heavy rain,2008-10-15,,8,14,19,0,0
0.0,297.27,0.0,0,41,Approaching thunderstorm,2008-10-15,,8,1,20,0,0
0.0,296.75,0.0,0,75,Steady rain,2008-10-15,,7,17,21,0,0
0.0,296.54,0.0,0,91,Soft rain,2008-10-15,,7,16,22,0,0
0.0,296.07,0.0,0,41,Fine fog,2008-10-15,,5,4,23,0,0
0.0,296.72,0.0,0,21,Fine fog,2008-10-15,,5,4,0,0,1
0.0,296.36,0.0,0,90,Approaching thunderstorm,2008-10-15,,8,1,1,0,1
0.0,296.12,0.0,0,90,Intense rainfall,2008-10-15,,7,8,2,0,1
0.0,296.18,0.0,0,1,Steady rain,2008-10-15,,7,17,3,0,1
0.0,295.72,0.0,0,41,Fine fog,2008-10-15,,5,4,4,0,1
0.0,295.55,0.0,0,41,Fine fog,2008-10-15,,5,4,5,0,1
0.0,295.4,0.0,0,40,Steady rain,2008-10-15,,7,17,6,0,1
0.0,295.65,0.0,0,90,Fine fog,2008-10-15,,5,4,7,0,1
0.0,295.78,0.0,0,76,Steady rain,2008-10-15,,7,17,8,0,1
0.0,295.62,0.0,0,91,Nearby rain showers,2008-10-15,,7,11,9,0,1
0.0,295.42,0.0,0,90,Soft rain,2008-10-15,,7,16,10,0,1
0.0,295.32,0.0,0,40,Steady rain,2008-10-15,,7,17,11,0,1
0.0,296.35,0.0,0,41,Steady rain,2008-10-15,,7,17,12,0,0
0.0,296.75,0.0,0,90,Steady rain,2008-10-15,,7,17,13,0,0
0.0,297.72,0.0,0,1,Steady rain,2008-10-15,,7,17,14,0,0
0.0,298.69,0.0,0,40,Soft rain,2008-10-15,,7,16,15,0,0
0.0,298.44,0.0,0,76,Soft rain,2008-10-15,,7,16,16,0,0
0.0,299.25,0.0,0,75,Fragmented clouds,2008-10-16,,3,5,17,0,0
0.0,300.84,0.0,0,76,Fragmented clouds,2008-10-16,,3,5,18,0,0
0.0,300.05,0.0,0,75,Fragmented clouds,2008-10-16,,3,5,19,0,0
0.0,300.89,0.0,0,1,Clear skies,2008-10-16,,2,2,20,0,0
0.0,298.8,0.0,0,2,Clear skies,2008-10-16,,2,2,21,0,0
0.0,297.43,0.0,0,40,Partly cloudy skies,2008-10-16,,3,12,22,0,0
0.0,295.41,0.0,0,1,Soft rain,2008-10-16,,7,16,23,0,0
0.0,294.5,0.0,0,2,Fine fog,2008-10-16,,5,4,0,0,1
0.0,293.71,0.0,0,2,Soft rain,2008-10-16,,7,16,1,0,1
0.0,293.71,0.0,0,1,Dense fog,2008-10-16,,4,3,2,0,1
0.0,292.89,0.0,0,1,Fine fog,2008-10-16,,5,4,3,0,1
0.0,292.74,0.0,0,90,Fine fog,2008-10-16,,5,4,4,0,1
0.0,292.61,0.0,0,90,Dense fog,2008-10-16,,4,3,5,0,1
0.0,291.48,0.0,0,1,Fine fog,2008-10-16,,5,4,6,0,1
0.0,292.8,0.0,0,20,Fine fog,2008-10-16,,5,4,7,0,1
0.0,294.29,0.0,0,90,Fine fog,2008-10-16,,5,4,8,0,1
0.0,296.35,0.0,0,1,Smoky air,2008-10-16,,0,15,9,0,1
0.0,298.97,0.0,0,5,Clear skies,2008-10-16,,2,2,10,0,1
0.0,299.76,0.0,0,1,Clear skies,2008-10-16,,2,2,11,0,1
0.0,301.61,0.0,0,40,Partly cloudy skies,2008-10-16,,3,12,12,0,0
0.0,302.49,0.0,0,1,Clear skies,2008-10-16,,2,2,13,0,0
0.0,303.31,0.0,0,40,Partly cloudy skies,2008-10-16,,3,12,14,0,0
0.0,303.21,0.0,0,41,Partly cloudy skies,2008-10-16,,3,12,15,0,0
0.0,304.05,0.0,0,40,Partly cloudy skies,2008-10-16,,3,12,16,0,0
0.0,303.32,0.0,0,40,Partly cloudy skies,2008-10-17,,3,12,17,0,0
0.0,303.25,0.0,0,41,Partly cloudy skies,2008-10-17,,3,12,18,0,0
0.0,302.82,0.0,0,41,Partly cloudy skies,2008-10-17,,3,12,19,0,0
0.0,302.79,0.0,0,20,Scattered clouds,2008-10-17,,3,13,20,0,0
0.0,300.69,0.0,0,21,Scattered clouds,2008-10-17,,3,13,21,0,0
