Holiday,Temperature,Rainfall_last_hour,Snowfall_last_hour,Cloud_Cover,Weather,Date,Traffic_Vol,Weather_Encoded,Weather_Desc_Encoded,TimeStamp_Hour,TimeStamp_Minute,Is_AM,Temperature_Bin,Season
0.0,279.85,0.0,0.0,91,Cloudy skies,2008-10-09,5607,3,10,9,0,1,8,Autumn
0.0,281.47,0.0,0.0,91,Cloudy skies,2008-10-09,4542,3,10,10,0,1,9,Autumn
0.0,283.21,0.0,0.0,90,Cloudy skies,2008-10-09,4697,3,10,11,0,1,9,Autumn
0.0,284.78,0.0,0.0,76,Cloudy skies,2008-10-09,5073,3,9,12,0,0,9,Autumn
0.0,285.74,0.0,0.0,76,Cloudy skies,2008-10-09,5031,3,9,13,0,0,9,Autumn
0.0,286.65,0.0,0.0,91,Cloudy skies,2008-10-09,5304,3,10,14,0,0,9,Autumn
0.0,287.93,0.0,0.0,100,Rainfall,2008-10-09,5779,7,25,15,0,0,9,Autumn
0.0,289.03,0.0,0.0,90,Cloudy skies,2008-10-09,6357,3,10,16,0,0,9,Autumn
0.0,290.87,0.0,0.0,90,Cloudy skies,2008-10-09,6134,3,10,17,0,0,9,Autumn
0.0,290.23,0.0,0.0,90,Cloudy skies,2008-10-09,4468,3,10,18,0,0,9,Autumn
0.0,289.46,0.0,0.0,75,Cloudy skies,2008-10-09,3426,3,9,19,0,0,9,Autumn
0.0,287.96,0.0,0.0,90,Cloudy skies,2008-10-09,2780,3,10,20,0,0,9,Autumn
0.0,286.11,0.0,0.0,91,Cloudy skies,2008-10-09,2309,3,10,21,0,0,9,Autumn
0.0,283.56,0.0,0.0,90,Cloudy skies,2008-10-09,1852,3,10,22,0,0,9,Autumn
0.0,283.45,0.0,0.0,90,Cloudy skies,2008-10-09,955,3,10,23,0,0,9,Autumn
0.0,282.08,0.0,0.0,90,Cloudy skies,2008-10-10,497,3,10,0,0,1,9,Autumn
0.0,282.28,0.0,0.0,91,Cloudy skies,2008-10-10,340,3,10,1,0,1,9,Autumn
0.0,281.39,0.0,0.0,75,Cloudy skies,2008-10-10,265,3,9,2,0,1,9,Autumn
0.0,282.17,0.0,0.0,90,Cloudy skies,2008-10-10,367,3,10,3,0,1,9,Autumn
0.0,281.65,0.0,0.0,92,Clear skies,2008-10-10,5876,2,3,6,0,1,9,Autumn
0.0,281.65,0.0,0.0,99,Rainfall,2008-10-10,6801,7,25,7,0,1,9,Autumn
0.0,281.1,0.0,0.0,99,Rainfall,2008-10-10,6290,7,25,8,0,1,9,Autumn
0.0,279.71,0.0,0.0,99,Rainfall,2008-10-10,5685,7,25,9,0,1,8,Autumn
0.0,280.17,0.0,0.0,99,Clear skies,2008-10-10,4638,2,3,10,0,1,9,Autumn
0.0,280.99,0.0,0.0,2,Clear skies,2008-10-10,4894,2,3,11,0,1,9,Autumn
0.0,282.49,0.0,0.0,76,Cloudy skies,2008-10-10,5036,3,9,12,0,0,9,Autumn
0.0,283.16,0.0,0.0,75,Cloudy skies,2008-10-10,5075,3,9,13,0,0,9,Autumn
0.0,282.65,0.0,0.0,90,Cloudy skies,2008-10-10,5233,3,10,14,0,0,9,Autumn
0.0,282.29,0.0,0.0,90,Cloudy skies,2008-10-10,5619,3,10,15,0,0,9,Autumn
0.0,282.03,0.0,0.0,82,Clear skies,2008-10-10,6296,2,3,16,0,0,9,Autumn
0.0,283.3,0.0,0.0,81,Clear skies,2008-10-10,4781,2,3,18,0,0,9,Autumn
0.0,282.7,0.0,0.0,81,Clear skies,2008-10-10,3348,2,3,19,0,0,9,Autumn
0.0,282.7,0.0,0.0,81,Clear skies,2008-10-10,3016,2,3,20,0,0,9,Autumn
0.0,283.6,0.0,0.0,81,Clear skies,2008-10-10,2608,2,3,21,0,0,9,Autumn
0.0,283.6,0.0,0.0,81,Clear skies,2008-10-10,1920,2,3,22,0,0,9,Autumn
0.0,282.7,0.0,0.0,82,Clear skies,2008-10-10,1041,2,3,23,0,0,9,Autumn
0.0,274.2,0.0,0.0,1,Clear skies,2008-10-11,350,2,3,1,0,1,8,Autumn
0.0,275.0,0.0,0.0,76,Cloudy skies,2008-10-11,359,3,9,3,0,1,8,Autumn
0.0,274.95,0.0,0.0,76,Cloudy skies,2008-10-11,851,3,9,4,0,1,8,Autumn
0.0,274.11,0.0,0.0,40,Cloudy skies,2008-10-11,2796,3,19,5,0,1,8,Autumn
0.0,273.56,0.0,0.0,1,Clear skies,2008-10-11,5812,2,3,6,0,1,8,Autumn
0.0,273.65,0.0,0.0,2,Clear skies,2008-10-11,6807,2,3,7,0,1,8,Autumn
0.0,272.72,0.0,0.0,2,Clear skies,2008-10-11,6311,2,3,8,0,1,8,Autumn
0.0,276.19,0.0,0.0,20,Cloudy skies,2008-10-11,5301,3,20,9,0,1,8,Autumn
0.0,275.64,0.0,0.0,2,Clear skies,2008-10-11,4639,2,3,10,0,1,8,Autumn
0.0,284.2,0.0,0.0,51,Clear skies,2008-10-11,5558,2,3,14,0,0,9,Autumn
0.0,284.8,0.0,0.0,50,Clear skies,2008-10-11,5822,2,3,15,0,0,9,Autumn
0.0,283.98,0.0,0.0,75,Cloudy skies,2008-10-11,6274,3,9,16,0,0,9,Autumn
0.0,283.62,0.0,0.0,75,Cloudy skies,2008-10-11,5949,3,9,17,0,0,9,Autumn
0.0,284.32,0.0,0.0,90,Cloudy skies,2008-10-11,4956,3,10,18,0,0,9,Autumn
0.0,282.26,0.0,0.0,90,Cloudy skies,2008-10-11,3513,3,10,19,0,0,9,Autumn
0.0,282.15,0.0,0.0,90,Cloudy skies,2008-10-11,3046,3,10,20,0,0,9,Autumn
0.0,282.01,0.0,0.0,90,Cloudy skies,2008-10-11,2685,3,10,21,0,0,9,Autumn
0.0,282.46,0.0,0.0,90,Cloudy skies,2008-10-11,2095,3,10,22,0,0,9,Autumn
0.0,283.43,0.0,0.0,90,Cloudy skies,2008-10-11,1290,3,10,23,0,0,9,Autumn
0.0,284.81,0.0,0.0,90,Cloudy skies,2008-10-12,636,3,10,0,0,1,9,Autumn
0.0,284.84,0.0,0.0,91,Cloudy skies,2008-10-12,420,3,10,1,0,1,9,Autumn
0.0,285.11,0.0,0.0,90,Cloudy skies,2008-10-12,337,3,10,2,0,1,9,Autumn
0.0,283.98,0.0,0.0,72,Light rain,2008-10-12,380,6,16,3,0,1,9,Autumn
0.0,283.16,0.0,0.0,72,Rainfall,2008-10-12,742,7,25,4,0,1,9,Autumn
0.0,281.17,0.0,0.0,72,Light rain,2008-10-12,2569,6,16,5,0,1,9,Autumn
0.0,278.83,0.0,0.0,75,Cloudy skies,2008-10-12,5588,3,9,6,0,1,8,Autumn
0.0,278.34,0.0,0.0,76,Cloudy skies,2008-10-12,6998,3,9,7,0,1,8,Autumn
0.0,278.7,0.0,0.0,90,Cloudy skies,2008-10-12,5865,3,10,8,0,1,8,Autumn
0.0,278.28,0.0,0.0,91,Cloudy skies,2008-10-12,5233,3,10,9,0,1,8,Autumn
0.0,279.79,0.0,0.0,75,Cloudy skies,2008-10-12,4868,3,9,10,0,1,8,Autumn
0.0,280.55,0.0,0.0,75,Cloudy skies,2008-10-12,5152,3,9,11,0,1,9,Autumn
0.0,281.35,0.0,0.0,40,Cloudy skies,2008-10-12,5529,3,19,12,0,0,9,Autumn
0.0,282.34,0.0,0.0,40,Cloudy skies,2008-10-12,5384,3,19,13,0,0,9,Autumn
0.0,281.94,0.0,0.0,75,Cloudy skies,2008-10-12,5765,3,9,14,0,0,9,Autumn
0.0,282.55,0.0,0.0,76,Cloudy skies,2008-10-12,5890,3,9,15,0,0,9,Autumn
0.0,282.3,0.0,0.0,76,Cloudy skies,2008-10-12,6061,3,9,16,0,0,9,Autumn
0.0,281.74,0.0,0.0,41,Cloudy skies,2008-10-12,6035,3,19,17,0,0,9,Autumn
0.0,280.71,0.0,0.0,20,Cloudy skies,2008-10-12,5266,3,20,18,0,0,9,Autumn
0.0,283.1,0.0,0.0,56,Clear skies,2008-10-12,1906,2,3,23,0,0,9,Autumn
0.0,272.68,0.0,0.0,1,Clear skies,2008-10-13,1340,2,3,0,0,1,8,Autumn
0.0,272.76,0.0,0.0,1,Clear skies,2008-10-13,774,2,3,1,0,1,8,Autumn
0.0,271.99,0.0,0.0,1,Clear skies,2008-10-13,576,2,3,2,0,1,8,Autumn
0.0,271.29,0.0,0.0,21,Cloudy skies,2008-10-13,419,3,20,3,0,1,8,Autumn
0.0,270.28,0.0,0.0,1,Clear skies,2008-10-13,403,2,3,4,0,1,8,Autumn
0.0,269.37,0.0,0.0,1,Clear skies,2008-10-13,741,2,3,5,0,1,8,Autumn
0.0,269.71,0.0,0.0,1,Clear skies,2008-10-13,1425,2,3,6,0,1,8,Autumn
0.0,269.18,0.0,0.0,75,Cloudy skies,2008-10-13,2224,3,9,7,0,1,8,Autumn
0.0,269.43,0.0,0.0,40,Cloudy skies,2008-10-13,3488,3,19,8,0,1,8,Autumn
0.0,273.31,0.0,0.0,40,Cloudy skies,2008-10-13,4547,3,19,9,0,1,8,Autumn
0.0,277.18,0.0,0.0,21,Cloudy skies,2008-10-13,4582,3,20,10,0,1,8,Autumn
0.0,279.72,0.0,0.0,1,Clear skies,2008-10-13,4442,2,3,11,0,1,8,Autumn
0.0,281.35,0.0,0.0,1,Clear skies,2008-10-13,4632,2,3,12,0,0,9,Autumn
0.0,282.11,0.0,0.0,1,Clear skies,2008-10-13,4449,2,3,13,0,0,9,Autumn
0.0,283.95,0.0,0.0,1,Clear skies,2008-10-13,4502,2,3,14,0,0,9,Autumn
0.0,284.56,0.0,0.0,1,Clear skies,2008-10-13,4486,2,3,15,0,0,9,Autumn
0.0,284.93,0.0,0.0,1,Clear skies,2008-10-13,4600,2,3,16,0,0,9,Autumn
0.0,284.94,0.0,0.0,1,Clear skies,2008-10-13,4483,2,3,17,0,0,9,Autumn
0.0,283.74,0.0,0.0,2,Clear skies,2008-10-13,4231,2,3,18,0,0,9,Autumn
0.0,282.65,0.0,0.0,20,Cloudy skies,2008-10-13,3674,3,20,19,0,0,9,Autumn
0.0,282.28,0.0,0.0,2,Clear skies,2008-10-13,3025,2,3,20,0,0,9,Autumn
0.0,282.44,0.0,0.0,75,Cloudy skies,2008-10-13,2776,3,9,21,0,0,9,Autumn
0.0,282.73,0.0,0.0,90,Cloudy skies,2008-10-13,2883,3,10,22,0,0,9,Autumn
0.0,283.08,0.0,0.0,90,Cloudy skies,2008-10-13,1938,3,10,23,0,0,9,Autumn
0.0,283.29,0.0,0.0,90,Cloudy skies,2008-10-14,1317,3,10,0,0,1,9,Autumn
0.0,283.04,0.0,0.0,90,Cloudy skies,2008-10-14,879,3,10,1,0,1,9,Autumn
0.0,283.28,0.0,0.0,90,Cloudy skies,2008-10-14,657,3,10,2,0,1,9,Autumn
0.0,282.33,0.0,0.0,90,Cloudy skies,2008-10-14,368,3,10,3,0,1,9,Autumn
0.0,283.08,0.0,0.0,90,Cloudy skies,2008-10-14,271,3,10,4,0,1,9,Autumn
0.0,283.03,0.0,0.0,90,Cloudy skies,2008-10-14,512,3,10,5,0,1,9,Autumn
0.0,283.04,0.0,0.0,90,Cloudy skies,2008-10-14,866,3,10,6,0,1,9,Autumn
